"evento_id","empleado_id","fecha_evento","mes_evento","tipo_evento","subtipo_evento","severidad","dias_perdidos","parte_cuerpo_afectada","turno_evento","hora_evento","descripcion_detalle","accion_correctiva","dias_time_to_fill","costo_estimado","area_empleado","puesto_empleado","antiguedad_meses_evento"
11040,1367,"2024-01-02","2024-01-01","ausencia","Enfermedad",NULL,1,NULL,"Noche",NULL,NULL,NULL,NULL,"29532.61","Pintura","Team Leader Pintura",120
11041,1367,"2024-01-05","2024-01-01","ausencia","Licencia Médica",NULL,1,NULL,"Noche",NULL,NULL,NULL,NULL,"29532.61","Pintura","Team Leader Pintura",120
11042,1367,"2024-01-17","2024-01-01","ausencia","Enfermedad",NULL,1,NULL,"Noche",NULL,NULL,NULL,NULL,"29532.61","Pintura","Team Leader Pintura",120
11043,1367,"2024-01-26","2024-01-01","ausencia","Personal",NULL,1,NULL,"Noche",NULL,NULL,NULL,NULL,"29532.61","Pintura","Team Leader Pintura",120
11044,1368,"2024-01-19","2024-01-01","ausencia","Licencia Médica",NULL,1,NULL,"Noche",NULL,NULL,NULL,NULL,"31690.67","Pintura","Team Leader Pintura",109
11045,1371,"2024-01-05","2024-01-01","ausencia","Licencia Médica",NULL,1,NULL,"Administrativo",NULL,NULL,NULL,NULL,"41787.49","Pintura","Supervisor de Pintura",61
11046,1372,"2024-01-09","2024-01-01","ausencia","Personal",NULL,1,NULL,"Administrativo",NULL,NULL,NULL,NULL,"41654.24","Pintura","Supervisor de Pintura",120
11047,1376,"2024-01-11","2024-01-01","ausencia","Personal",NULL,1,NULL,"Administrativo",NULL,NULL,NULL,NULL,"20657.35","Calidad","Inspector de Calidad",48
11048,1377,"2024-01-25","2024-01-01","ausencia","Enfermedad",NULL,1,NULL,"Administrativo",NULL,NULL,NULL,NULL,"20497.28","Calidad","Inspector de Calidad",109
11049,1377,"2024-01-16","2024-01-01","ausencia","Personal",NULL,1,NULL,"Administrativo",NULL,NULL,NULL,NULL,"20497.28","Calidad","Inspector de Calidad",109
11050,1388,"2024-01-27","2024-01-01","ausencia","Licencia Médica",NULL,1,NULL,"Administrativo",NULL,NULL,NULL,NULL,"20907.52","Calidad","Inspector de Calidad",96
11051,1392,"2024-01-27","2024-01-01","ausencia","Enfermedad",NULL,1,NULL,"Administrativo",NULL,NULL,NULL,NULL,"20508.18","Calidad","Inspector de Calidad",132
11052,1393,"2024-01-27","2024-01-01","ausencia","Licencia Médica",NULL,1,NULL,"Administrativo",NULL,NULL,NULL,NULL,"20098.96","Calidad","Técnico de Laboratorio",48
11053,1395,"2024-01-22","2024-01-01","ausencia","Licencia Médica",NULL,1,NULL,"Administrativo",NULL,NULL,NULL,NULL,"21625.69","Calidad","Técnico de Laboratorio",72
11054,1399,"2024-01-05","2024-01-01","ausencia","Licencia Médica",NULL,1,NULL,"Administrativo",NULL,NULL,NULL,NULL,"21616.33","Calidad","Inspector de Calidad",132
11055,1401,"2024-01-01","2024-01-01","ausencia","Enfermedad",NULL,1,NULL,"Administrativo",NULL,NULL,NULL,NULL,"19961.23","Calidad","Técnico de Laboratorio",72
11056,1401,"2024-01-23","2024-01-01","ausencia","Personal",NULL,1,NULL,"Administrativo",NULL,NULL,NULL,NULL,"19961.23","Calidad","Técnico de Laboratorio",72
11057,1403,"2024-01-19","2024-01-01","ausencia","Licencia Médica",NULL,1,NULL,"Administrativo",NULL,NULL,NULL,NULL,"21543.40","Calidad","Técnico de Laboratorio",132
11058,1404,"2024-01-09","2024-01-01","ausencia","Personal",NULL,1,NULL,"Administrativo",NULL,NULL,NULL,NULL,"21562.30","Calidad","Inspector de Calidad",25
11059,1405,"2024-01-01","2024-01-01","ausencia","Enfermedad",NULL,1,NULL,"Administrativo",NULL,NULL,NULL,NULL,"20039.76","Calidad","Técnico de Laboratorio",109
11060,1407,"2024-01-01","2024-01-01","ausencia","Enfermedad",NULL,1,NULL,"Administrativo",NULL,NULL,NULL,NULL,"21888.55","Calidad","Técnico de Laboratorio",61
11061,1408,"2024-01-01","2024-01-01","ausencia","Personal",NULL,1,NULL,"Administrativo",NULL,NULL,NULL,NULL,"20407.56","Calidad","Técnico de Laboratorio",48
11062,1409,"2024-01-14","2024-01-01","ausencia","Licencia Médica",NULL,1,NULL,"Administrativo",NULL,NULL,NULL,NULL,"20355.56","Calidad","Inspector de Calidad",48
11063,1411,"2024-01-19","2024-01-01","ausencia","Personal",NULL,1,NULL,"Administrativo",NULL,NULL,NULL,NULL,"20668.66","Calidad","Técnico de Laboratorio",48
11064,1413,"2024-01-16","2024-01-01","ausencia","Licencia Médica",NULL,1,NULL,"Administrativo",NULL,NULL,NULL,NULL,"20159.93","Calidad","Inspector de Calidad",48
11065,1414,"2024-01-02","2024-01-01","ausencia","Enfermedad",NULL,1,NULL,"Administrativo",NULL,NULL,NULL,NULL,"21068.08","Calidad","Técnico de Laboratorio",61
11066,1414,"2024-01-24","2024-01-01","ausencia","Personal",NULL,1,NULL,"Administrativo",NULL,NULL,NULL,NULL,"21068.08","Calidad","Técnico de Laboratorio",61
11067,1415,"2024-01-27","2024-01-01","ausencia","Personal",NULL,1,NULL,"Administrativo",NULL,NULL,NULL,NULL,"21158.70","Calidad","Inspector de Calidad",61
11068,1416,"2024-01-20","2024-01-01","ausencia","Personal",NULL,1,NULL,"Administrativo",NULL,NULL,NULL,NULL,"20509.72","Calidad","Inspector de Calidad",36
11069,1416,"2024-01-10","2024-01-01","ausencia","Personal",NULL,1,NULL,"Administrativo",NULL,NULL,NULL,NULL,"20509.72","Calidad","Inspector de Calidad",36
11070,1416,"2024-01-05","2024-01-01","ausencia","Licencia Médica",NULL,1,NULL,"Administrativo",NULL,NULL,NULL,NULL,"20509.72","Calidad","Inspector de Calidad",36
11071,1418,"2024-01-05","2024-01-01","ausencia","Enfermedad",NULL,1,NULL,"Administrativo",NULL,NULL,NULL,NULL,"29064.10","Calidad","Team Leader Calidad",48
11072,1419,"2024-01-27","2024-01-01","ausencia","Personal",NULL,1,NULL,"Administrativo",NULL,NULL,NULL,NULL,"29958.10","Calidad","Team Leader Calidad",84
11073,1420,"2024-01-19","2024-01-01","ausencia","Personal",NULL,1,NULL,"Administrativo",NULL,NULL,NULL,NULL,"28941.67","Calidad","Team Leader Calidad",84
11074,1420,"2024-01-27","2024-01-01","ausencia","Licencia Médica",NULL,1,NULL,"Administrativo",NULL,NULL,NULL,NULL,"28941.67","Calidad","Team Leader Calidad",84
11075,1420,"2024-01-17","2024-01-01","ausencia","Licencia Médica",NULL,1,NULL,"Administrativo",NULL,NULL,NULL,NULL,"28941.67","Calidad","Team Leader Calidad",84
11076,1421,"2024-01-26","2024-01-01","ausencia","Enfermedad",NULL,1,NULL,"Administrativo",NULL,NULL,NULL,NULL,"29117.32","Calidad","Team Leader Calidad",144
11077,1421,"2024-01-23","2024-01-01","ausencia","Licencia Médica",NULL,1,NULL,"Administrativo",NULL,NULL,NULL,NULL,"29117.32","Calidad","Team Leader Calidad",144
11078,1424,"2024-01-14","2024-01-01","ausencia","Licencia Médica",NULL,1,NULL,"Administrativo",NULL,NULL,NULL,NULL,"29504.42","Calidad","Team Leader Calidad",72
11079,1424,"2024-01-16","2024-01-01","ausencia","Licencia Médica",NULL,1,NULL,"Administrativo",NULL,NULL,NULL,NULL,"29504.42","Calidad","Team Leader Calidad",72
11080,1425,"2024-01-26","2024-01-01","ausencia","Personal",NULL,1,NULL,"Administrativo",NULL,NULL,NULL,NULL,"40023.39","Calidad","Supervisor de Calidad",96
11081,1426,"2024-01-27","2024-01-01","ausencia","Licencia Médica",NULL,1,NULL,"Administrativo",NULL,NULL,NULL,NULL,"42647.61","Calidad","Supervisor de Calidad",120
11082,1427,"2024-01-08","2024-01-01","ausencia","Personal",NULL,1,NULL,"Administrativo",NULL,NULL,NULL,NULL,"71696.40","Calidad","Gerente de Calidad",36
11083,1427,"2024-01-17","2024-01-01","ausencia","Personal",NULL,1,NULL,"Administrativo",NULL,NULL,NULL,NULL,"71696.40","Calidad","Gerente de Calidad",36
11084,1428,"2024-01-20","2024-01-01","ausencia","Personal",NULL,1,NULL,"Noche",NULL,NULL,NULL,NULL,"22085.06","Mantenimiento Mecánico","Mecánico",61
11085,1429,"2024-01-07","2024-01-01","ausencia","Personal",NULL,1,NULL,"Rotativo",NULL,NULL,NULL,NULL,"22204.73","Mantenimiento Mecánico","Mecánico",25
11086,1429,"2024-01-16","2024-01-01","ausencia","Enfermedad",NULL,1,NULL,"Rotativo",NULL,NULL,NULL,NULL,"22204.73","Mantenimiento Mecánico","Mecánico",25
11087,1430,"2024-01-05","2024-01-01","ausencia","Licencia Médica",NULL,1,NULL,"Mañana",NULL,NULL,NULL,NULL,"23112.33","Mantenimiento Mecánico","Mecánico",61
11088,1432,"2024-01-07","2024-01-01","ausencia","Licencia Médica",NULL,1,NULL,"Tarde",NULL,NULL,NULL,NULL,"21595.14","Mantenimiento Mecánico","Mecánico Especializado",72
11089,1434,"2024-01-03","2024-01-01","ausencia","Personal",NULL,1,NULL,"Mañana",NULL,NULL,NULL,NULL,"21537.65","Mantenimiento Mecánico","Mecánico Especializado",132
11090,1436,"2024-01-05","2024-01-01","ausencia","Licencia Médica",NULL,1,NULL,"Tarde",NULL,NULL,NULL,NULL,"22261.24","Mantenimiento Mecánico","Mecánico Especializado",48
11091,1436,"2024-01-13","2024-01-01","ausencia","Enfermedad",NULL,1,NULL,"Tarde",NULL,NULL,NULL,NULL,"22261.24","Mantenimiento Mecánico","Mecánico Especializado",48
11092,1437,"2024-01-12","2024-01-01","ausencia","Licencia Médica",NULL,1,NULL,"Noche",NULL,NULL,NULL,NULL,"22143.18","Mantenimiento Mecánico","Mecánico",25
11093,1439,"2024-01-15","2024-01-01","ausencia","Licencia Médica",NULL,1,NULL,"Mañana",NULL,NULL,NULL,NULL,"22472.49","Mantenimiento Mecánico","Mecánico",36
11094,1441,"2024-01-10","2024-01-01","ausencia","Licencia Médica",NULL,1,NULL,"Noche",NULL,NULL,NULL,NULL,"23233.13","Mantenimiento Mecánico","Mecánico Especializado",25
11095,1441,"2024-01-03","2024-01-01","ausencia","Personal",NULL,1,NULL,"Noche",NULL,NULL,NULL,NULL,"23233.13","Mantenimiento Mecánico","Mecánico Especializado",25
11096,1441,"2024-01-15","2024-01-01","ausencia","Personal",NULL,1,NULL,"Noche",NULL,NULL,NULL,NULL,"23233.13","Mantenimiento Mecánico","Mecánico Especializado",25
11097,1442,"2024-01-17","2024-01-01","ausencia","Enfermedad",NULL,1,NULL,"Noche",NULL,NULL,NULL,NULL,"22172.41","Mantenimiento Mecánico","Mecánico Especializado",36
11098,1442,"2024-01-01","2024-01-01","ausencia","Enfermedad",NULL,1,NULL,"Noche",NULL,NULL,NULL,NULL,"22172.41","Mantenimiento Mecánico","Mecánico Especializado",36
11099,1445,"2024-01-03","2024-01-01","ausencia","Licencia Médica",NULL,1,NULL,"Tarde",NULL,NULL,NULL,NULL,"22592.24","Mantenimiento Mecánico","Mecánico Especializado",109
11100,1445,"2024-01-12","2024-01-01","ausencia","Personal",NULL,1,NULL,"Tarde",NULL,NULL,NULL,NULL,"22592.24","Mantenimiento Mecánico","Mecánico Especializado",109
11101,1447,"2024-01-10","2024-01-01","ausencia","Personal",NULL,1,NULL,"Mañana",NULL,NULL,NULL,NULL,"23600.63","Mantenimiento Mecánico","Mecánico Especializado",36
11102,1447,"2024-01-12","2024-01-01","ausencia","Enfermedad",NULL,1,NULL,"Mañana",NULL,NULL,NULL,NULL,"23600.63","Mantenimiento Mecánico","Mecánico Especializado",36
11103,1448,"2024-01-06","2024-01-01","ausencia","Personal",NULL,1,NULL,"Noche",NULL,NULL,NULL,NULL,"22026.85","Mantenimiento Mecánico","Mecánico Especializado",120
11104,1450,"2024-01-12","2024-01-01","ausencia","Personal",NULL,1,NULL,"Rotativo",NULL,NULL,NULL,NULL,"23351.34","Mantenimiento Mecánico","Mecánico Especializado",13
11105,1451,"2024-01-08","2024-01-01","ausencia","Personal",NULL,1,NULL,"Tarde",NULL,NULL,NULL,NULL,"22035.31","Mantenimiento Mecánico","Mecánico",72
11106,1454,"2024-01-22","2024-01-01","ausencia","Licencia Médica",NULL,1,NULL,"Tarde",NULL,NULL,NULL,NULL,"22558.87","Mantenimiento Mecánico","Mecánico Especializado",48
11107,1457,"2024-01-23","2024-01-01","ausencia","Licencia Médica",NULL,1,NULL,"Mañana",NULL,NULL,NULL,NULL,"23372.28","Mantenimiento Mecánico","Mecánico",61
11108,1459,"2024-01-09","2024-01-01","ausencia","Licencia Médica",NULL,1,NULL,"Noche",NULL,NULL,NULL,NULL,"23638.09","Mantenimiento Mecánico","Mecánico Especializado",25
11109,1461,"2024-01-27","2024-01-01","ausencia","Enfermedad",NULL,1,NULL,"Mañana",NULL,NULL,NULL,NULL,"22519.54","Mantenimiento Mecánico","Mecánico",109
11110,1461,"2024-01-23","2024-01-01","ausencia","Enfermedad",NULL,1,NULL,"Mañana",NULL,NULL,NULL,NULL,"22519.54","Mantenimiento Mecánico","Mecánico",109
11111,1461,"2024-01-05","2024-01-01","ausencia","Enfermedad",NULL,1,NULL,"Mañana",NULL,NULL,NULL,NULL,"22519.54","Mantenimiento Mecánico","Mecánico",109
11112,1461,"2024-01-26","2024-01-01","ausencia","Licencia Médica",NULL,1,NULL,"Mañana",NULL,NULL,NULL,NULL,"22519.54","Mantenimiento Mecánico","Mecánico",109
11113,1462,"2024-01-08","2024-01-01","ausencia","Enfermedad",NULL,1,NULL,"Noche",NULL,NULL,NULL,NULL,"22850.70","Mantenimiento Mecánico","Mecánico Especializado",13
11114,1462,"2024-01-28","2024-01-01","ausencia","Licencia Médica",NULL,1,NULL,"Noche",NULL,NULL,NULL,NULL,"22850.70","Mantenimiento Mecánico","Mecánico Especializado",13
11115,1463,"2024-01-16","2024-01-01","ausencia","Licencia Médica",NULL,1,NULL,"Tarde",NULL,NULL,NULL,NULL,"22890.51","Mantenimiento Mecánico","Mecánico Especializado",72
11116,1464,"2024-01-25","2024-01-01","ausencia","Enfermedad",NULL,1,NULL,"Noche",NULL,NULL,NULL,NULL,"23047.01","Mantenimiento Mecánico","Mecánico Especializado",36
11117,1465,"2024-01-15","2024-01-01","ausencia","Licencia Médica",NULL,1,NULL,"Mañana",NULL,NULL,NULL,NULL,"23547.85","Mantenimiento Mecánico","Mecánico Especializado",109
11118,1466,"2024-01-25","2024-01-01","ausencia","Licencia Médica",NULL,1,NULL,"Tarde",NULL,NULL,NULL,NULL,"22386.03","Mantenimiento Mecánico","Mecánico",61
11119,1466,"2024-01-28","2024-01-01","ausencia","Personal",NULL,1,NULL,"Tarde",NULL,NULL,NULL,NULL,"22386.03","Mantenimiento Mecánico","Mecánico",61
11120,1466,"2024-01-23","2024-01-01","ausencia","Enfermedad",NULL,1,NULL,"Tarde",NULL,NULL,NULL,NULL,"22386.03","Mantenimiento Mecánico","Mecánico",61
11121,1467,"2024-01-16","2024-01-01","ausencia","Licencia Médica",NULL,1,NULL,"Rotativo",NULL,NULL,NULL,NULL,"21791.52","Mantenimiento Mecánico","Mecánico Especializado",36
11122,1467,"2024-01-24","2024-01-01","ausencia","Enfermedad",NULL,1,NULL,"Rotativo",NULL,NULL,NULL,NULL,"21791.52","Mantenimiento Mecánico","Mecánico Especializado",36
11123,1468,"2024-01-26","2024-01-01","ausencia","Enfermedad",NULL,1,NULL,"Tarde",NULL,NULL,NULL,NULL,"34072.43","Mantenimiento Mecánico","Team Leader Mantenimiento",132
11124,1470,"2024-01-22","2024-01-01","ausencia","Enfermedad",NULL,1,NULL,"Noche",NULL,NULL,NULL,NULL,"31895.93","Mantenimiento Mecánico","Team Leader Mantenimiento",72
11125,1470,"2024-01-12","2024-01-01","ausencia","Licencia Médica",NULL,1,NULL,"Noche",NULL,NULL,NULL,NULL,"31895.93","Mantenimiento Mecánico","Team Leader Mantenimiento",72
11126,1470,"2024-01-02","2024-01-01","ausencia","Licencia Médica",NULL,1,NULL,"Noche",NULL,NULL,NULL,NULL,"31895.93","Mantenimiento Mecánico","Team Leader Mantenimiento",72
11127,1471,"2024-01-23","2024-01-01","ausencia","Enfermedad",NULL,1,NULL,"Tarde",NULL,NULL,NULL,NULL,"32656.59","Mantenimiento Mecánico","Team Leader Mantenimiento",109
11128,1472,"2024-01-26","2024-01-01","ausencia","Personal",NULL,1,NULL,"Rotativo",NULL,NULL,NULL,NULL,"32959.49","Mantenimiento Mecánico","Team Leader Mantenimiento",13
11129,1473,"2024-01-24","2024-01-01","ausencia","Personal",NULL,1,NULL,"Tarde",NULL,NULL,NULL,NULL,"33945.40","Mantenimiento Mecánico","Team Leader Mantenimiento",120
11130,1475,"2024-01-15","2024-01-01","ausencia","Enfermedad",NULL,1,NULL,"Administrativo",NULL,NULL,NULL,NULL,"44456.31","Mantenimiento Mecánico","Supervisor de Mantenimiento",84
11131,1475,"2024-01-06","2024-01-01","ausencia","Enfermedad",NULL,1,NULL,"Administrativo",NULL,NULL,NULL,NULL,"44456.31","Mantenimiento Mecánico","Supervisor de Mantenimiento",84
11132,1475,"2024-01-05","2024-01-01","ausencia","Enfermedad",NULL,1,NULL,"Administrativo",NULL,NULL,NULL,NULL,"44456.31","Mantenimiento Mecánico","Supervisor de Mantenimiento",84
11133,1476,"2024-01-08","2024-01-01","ausencia","Licencia Médica",NULL,1,NULL,"Administrativo",NULL,NULL,NULL,NULL,"45898.51","Mantenimiento Mecánico","Supervisor de Mantenimiento",132
11134,1476,"2024-01-05","2024-01-01","ausencia","Personal",NULL,1,NULL,"Administrativo",NULL,NULL,NULL,NULL,"45898.51","Mantenimiento Mecánico","Supervisor de Mantenimiento",132
11135,1477,"2024-01-02","2024-01-01","ausencia","Enfermedad",NULL,1,NULL,"Administrativo",NULL,NULL,NULL,NULL,"78921.37","Mantenimiento Mecánico","Gerente de Mantenimiento",48
11136,1478,"2024-01-15","2024-01-01","ausencia","Personal",NULL,1,NULL,"Noche",NULL,NULL,NULL,NULL,"23625.22","Mantenimiento Eléctrico","Electricista Industrial",13
11137,1478,"2024-01-10","2024-01-01","ausencia","Enfermedad",NULL,1,NULL,"Noche",NULL,NULL,NULL,NULL,"23625.22","Mantenimiento Eléctrico","Electricista Industrial",13
11138,1478,"2024-01-13","2024-01-01","ausencia","Licencia Médica",NULL,1,NULL,"Noche",NULL,NULL,NULL,NULL,"23625.22","Mantenimiento Eléctrico","Electricista Industrial",13
11139,1478,"2024-01-24","2024-01-01","ausencia","Licencia Médica",NULL,1,NULL,"Noche",NULL,NULL,NULL,NULL,"23625.22","Mantenimiento Eléctrico","Electricista Industrial",13
11140,1480,"2024-01-17","2024-01-01","ausencia","Licencia Médica",NULL,1,NULL,"Noche",NULL,NULL,NULL,NULL,"23759.87","Mantenimiento Eléctrico","Electricista Industrial",72
11141,1480,"2024-01-25","2024-01-01","ausencia","Enfermedad",NULL,1,NULL,"Noche",NULL,NULL,NULL,NULL,"23759.87","Mantenimiento Eléctrico","Electricista Industrial",72
11142,1481,"2024-01-06","2024-01-01","ausencia","Enfermedad",NULL,1,NULL,"Noche",NULL,NULL,NULL,NULL,"22248.41","Mantenimiento Eléctrico","Instrumentista",48
11143,1481,"2024-01-20","2024-01-01","ausencia","Licencia Médica",NULL,1,NULL,"Noche",NULL,NULL,NULL,NULL,"22248.41","Mantenimiento Eléctrico","Instrumentista",48
11144,1482,"2024-01-27","2024-01-01","ausencia","Licencia Médica",NULL,1,NULL,"Noche",NULL,NULL,NULL,NULL,"22185.55","Mantenimiento Eléctrico","Electricista Industrial",48
11145,1482,"2024-01-03","2024-01-01","ausencia","Enfermedad",NULL,1,NULL,"Noche",NULL,NULL,NULL,NULL,"22185.55","Mantenimiento Eléctrico","Electricista Industrial",48
11146,1482,"2024-01-09","2024-01-01","ausencia","Enfermedad",NULL,1,NULL,"Noche",NULL,NULL,NULL,NULL,"22185.55","Mantenimiento Eléctrico","Electricista Industrial",48
11147,1483,"2024-01-07","2024-01-01","ausencia","Personal",NULL,1,NULL,"Noche",NULL,NULL,NULL,NULL,"22870.22","Mantenimiento Eléctrico","Instrumentista",36
11148,1483,"2024-01-18","2024-01-01","ausencia","Enfermedad",NULL,1,NULL,"Noche",NULL,NULL,NULL,NULL,"22870.22","Mantenimiento Eléctrico","Instrumentista",36
11149,1486,"2024-01-21","2024-01-01","ausencia","Licencia Médica",NULL,1,NULL,"Tarde",NULL,NULL,NULL,NULL,"22136.10","Mantenimiento Eléctrico","Instrumentista",36
11150,1488,"2024-01-21","2024-01-01","ausencia","Enfermedad",NULL,1,NULL,"Tarde",NULL,NULL,NULL,NULL,"21923.05","Mantenimiento Eléctrico","Electricista Industrial",13
11151,1488,"2024-01-24","2024-01-01","ausencia","Personal",NULL,1,NULL,"Tarde",NULL,NULL,NULL,NULL,"21923.05","Mantenimiento Eléctrico","Electricista Industrial",13
11152,1488,"2024-01-03","2024-01-01","ausencia","Licencia Médica",NULL,1,NULL,"Tarde",NULL,NULL,NULL,NULL,"21923.05","Mantenimiento Eléctrico","Electricista Industrial",13
11153,1489,"2024-01-17","2024-01-01","ausencia","Personal",NULL,1,NULL,"Mañana",NULL,NULL,NULL,NULL,"23333.72","Mantenimiento Eléctrico","Instrumentista",72
11154,1490,"2024-01-25","2024-01-01","ausencia","Personal",NULL,1,NULL,"Mañana",NULL,NULL,NULL,NULL,"23510.09","Mantenimiento Eléctrico","Electricista Industrial",96
11155,1491,"2024-01-13","2024-01-01","ausencia","Licencia Médica",NULL,1,NULL,"Rotativo",NULL,NULL,NULL,NULL,"21909.22","Mantenimiento Eléctrico","Instrumentista",25
11156,1492,"2024-01-23","2024-01-01","ausencia","Personal",NULL,1,NULL,"Noche",NULL,NULL,NULL,NULL,"23014.43","Mantenimiento Eléctrico","Instrumentista",61
11157,1492,"2024-01-05","2024-01-01","ausencia","Personal",NULL,1,NULL,"Noche",NULL,NULL,NULL,NULL,"23014.43","Mantenimiento Eléctrico","Instrumentista",61
11158,1492,"2024-01-17","2024-01-01","ausencia","Personal",NULL,1,NULL,"Noche",NULL,NULL,NULL,NULL,"23014.43","Mantenimiento Eléctrico","Instrumentista",61
11159,1493,"2024-01-16","2024-01-01","ausencia","Enfermedad",NULL,1,NULL,"Tarde",NULL,NULL,NULL,NULL,"22863.51","Mantenimiento Eléctrico","Electricista Industrial",61
11160,1493,"2024-01-01","2024-01-01","ausencia","Enfermedad",NULL,1,NULL,"Tarde",NULL,NULL,NULL,NULL,"22863.51","Mantenimiento Eléctrico","Electricista Industrial",61
11161,1494,"2024-01-23","2024-01-01","ausencia","Licencia Médica",NULL,1,NULL,"Mañana",NULL,NULL,NULL,NULL,"23498.38","Mantenimiento Eléctrico","Instrumentista",109
11162,1497,"2024-01-07","2024-01-01","ausencia","Licencia Médica",NULL,1,NULL,"Mañana",NULL,NULL,NULL,NULL,"23286.92","Mantenimiento Eléctrico","Instrumentista",25
11163,1498,"2024-01-24","2024-01-01","ausencia","Licencia Médica",NULL,1,NULL,"Mañana",NULL,NULL,NULL,NULL,"22713.82","Mantenimiento Eléctrico","Instrumentista",25
11164,1499,"2024-01-27","2024-01-01","ausencia","Personal",NULL,1,NULL,"Tarde",NULL,NULL,NULL,NULL,"22407.47","Mantenimiento Eléctrico","Instrumentista",61
11165,1501,"2024-01-18","2024-01-01","ausencia","Personal",NULL,1,NULL,"Mañana",NULL,NULL,NULL,NULL,"23298.03","Mantenimiento Eléctrico","Instrumentista",96
11166,1503,"2024-01-16","2024-01-01","ausencia","Licencia Médica",NULL,1,NULL,"Tarde",NULL,NULL,NULL,NULL,"23846.52","Mantenimiento Eléctrico","Instrumentista",109
11167,1504,"2024-01-15","2024-01-01","ausencia","Enfermedad",NULL,1,NULL,"Tarde",NULL,NULL,NULL,NULL,"22722.12","Mantenimiento Eléctrico","Electricista Industrial",61
11168,1505,"2024-01-09","2024-01-01","ausencia","Personal",NULL,1,NULL,"Noche",NULL,NULL,NULL,NULL,"22948.19","Mantenimiento Eléctrico","Electricista Industrial",156
11169,1506,"2024-01-16","2024-01-01","ausencia","Enfermedad",NULL,1,NULL,"Rotativo",NULL,NULL,NULL,NULL,"24153.80","Mantenimiento Eléctrico","Instrumentista",13
11170,1507,"2024-01-07","2024-01-01","ausencia","Licencia Médica",NULL,1,NULL,"Tarde",NULL,NULL,NULL,NULL,"33994.87","Mantenimiento Eléctrico","Team Leader Eléctrico",132
11171,1507,"2024-01-19","2024-01-01","ausencia","Licencia Médica",NULL,1,NULL,"Tarde",NULL,NULL,NULL,NULL,"33994.87","Mantenimiento Eléctrico","Team Leader Eléctrico",132
11172,1508,"2024-01-24","2024-01-01","ausencia","Enfermedad",NULL,1,NULL,"Tarde",NULL,NULL,NULL,NULL,"31646.75","Mantenimiento Eléctrico","Team Leader Eléctrico",72
11173,1508,"2024-01-20","2024-01-01","ausencia","Enfermedad",NULL,1,NULL,"Tarde",NULL,NULL,NULL,NULL,"31646.75","Mantenimiento Eléctrico","Team Leader Eléctrico",72
11174,1508,"2024-01-04","2024-01-01","ausencia","Enfermedad",NULL,1,NULL,"Tarde",NULL,NULL,NULL,NULL,"31646.75","Mantenimiento Eléctrico","Team Leader Eléctrico",72
11175,1510,"2024-01-24","2024-01-01","ausencia","Personal",NULL,1,NULL,"Mañana",NULL,NULL,NULL,NULL,"34033.91","Mantenimiento Eléctrico","Team Leader Eléctrico",36
11176,1511,"2024-01-02","2024-01-01","ausencia","Enfermedad",NULL,1,NULL,"Noche",NULL,NULL,NULL,NULL,"32153.09","Mantenimiento Eléctrico","Team Leader Eléctrico",144
11177,1511,"2024-01-17","2024-01-01","ausencia","Enfermedad",NULL,1,NULL,"Noche",NULL,NULL,NULL,NULL,"32153.09","Mantenimiento Eléctrico","Team Leader Eléctrico",144
11178,1514,"2024-01-27","2024-01-01","ausencia","Enfermedad",NULL,1,NULL,"Noche",NULL,NULL,NULL,NULL,"20497.04","Logística","Chofer",109
11179,1517,"2024-01-16","2024-01-01","ausencia","Personal",NULL,1,NULL,"Noche",NULL,NULL,NULL,NULL,"21851.35","Logística","Chofer",84
11180,1517,"2024-01-01","2024-01-01","ausencia","Enfermedad",NULL,1,NULL,"Noche",NULL,NULL,NULL,NULL,"21851.35","Logística","Chofer",84
11181,1517,"2024-01-04","2024-01-01","ausencia","Personal",NULL,1,NULL,"Noche",NULL,NULL,NULL,NULL,"21851.35","Logística","Chofer",84
11182,1518,"2024-01-19","2024-01-01","ausencia","Personal",NULL,1,NULL,"Tarde",NULL,NULL,NULL,NULL,"21709.40","Logística","Operario de Almacén",96
11183,1519,"2024-01-21","2024-01-01","ausencia","Licencia Médica",NULL,1,NULL,"Tarde",NULL,NULL,NULL,NULL,"20756.97","Logística","Chofer",48
11184,1520,"2024-01-16","2024-01-01","ausencia","Personal",NULL,1,NULL,"Tarde",NULL,NULL,NULL,NULL,"20198.74","Logística","Chofer",96
11185,1520,"2024-01-08","2024-01-01","ausencia","Personal",NULL,1,NULL,"Tarde",NULL,NULL,NULL,NULL,"20198.74","Logística","Chofer",96
11186,1521,"2024-01-03","2024-01-01","ausencia","Licencia Médica",NULL,1,NULL,"Mañana",NULL,NULL,NULL,NULL,"20631.34","Logística","Chofer",72
11187,1522,"2024-01-17","2024-01-01","ausencia","Enfermedad",NULL,1,NULL,"Mañana",NULL,NULL,NULL,NULL,"21169.85","Logística","Chofer",72
11188,1524,"2024-01-25","2024-01-01","ausencia","Personal",NULL,1,NULL,"Tarde",NULL,NULL,NULL,NULL,"21715.01","Logística","Chofer",13
11189,1526,"2024-01-28","2024-01-01","ausencia","Licencia Médica",NULL,1,NULL,"Tarde",NULL,NULL,NULL,NULL,"20277.51","Logística","Chofer",109
